연번,평가구분,장기요양기관기호,장기요양기관명,급여종류,설립주체,관할시도명,관할시군구명,평가일자,평가등급,평가총점,기관운영,환경및안전,수급자권리보장,급여제공과정,급여제공결과,기관운영(2025),수급자존중(2025),서비스제공(2025),서비스결과(2025)
9858,2023년 정기평가,3-46710-00112,차오름재가복지센터,04.방문요양,개인,전라남도,담양군,2023-08-25,C,85.6,82.5,100,67.05,89.52,97.78,,,,
9859,2023년 정기평가,3-46710-00054,두손노인복지센터,04.방문요양,개인,전라남도,담양군,2023-03-02,E,56.91,40.3,55.56,69.32,53.23,67.22,,,,
9860,2023년 정기평가,2-46710-00124,대나무노인복지센터,04.방문요양,개인,전라남도,담양군,2023-08-25,C,76.27,68.75,88.89,79.55,66.13,91.78,,,,
9861,2023년 정기평가,3-46710-00010,담양노인복지센터,04.방문요양,개인,전라남도,담양군,2023-05-26,A,92.6,97.5,100,95.45,86.29,90.83,,,,
9862,2023년 정기평가,3-46710-00110,하나재가복지센터,04.방문요양,개인,전라남도,담양군,2023-11-07,C,77.3,52.5,100,82.95,78.23,85,,,,
9863,2023년 정기평가,3-46710-00108,한마음노인복지센터,04.방문요양,개인,전라남도,담양군,2023-03-28,A,91.55,96.25,100,95.45,84.68,89.17,,,,
9864,2023년 정기평가,2-46710-00124,대나무노인복지센터,05.방문목욕,개인,전라남도,담양군,2023-08-25,B,81.55,77.5,100,79.55,80.15,80.71,,,,
9865,2023년 정기평가,3-46710-00010,담양노인복지센터,05.방문목욕,개인,전라남도,담양군,2023-05-26,A,93.85,97.5,100,95.45,90.44,90,,,,
9866,2023년 정기평가,3-46710-00108,한마음노인복지센터,05.방문목욕,개인,전라남도,담양군,2023-03-28,A,94.25,85,100,95.45,97.79,92.86,,,,
9867,2023년 정기평가,3-46710-00068,담양방문간호센터,06.방문간호,개인,전라남도,담양군,2023-05-26,B,88.5,88.89,100,81.82,83.87,96.88,,,,
9868,2023년 정기평가,2-46710-00030,담양원광노인복지센터,07.주야간보호,법인,전라남도,담양군,2023-02-16,D,67.05,81.58,54.55,62.5,61.72,82,,,,
9869,2023년 정기평가,3-46710-00024,성덕노인주간보호센터,07.주야간보호,법인,전라남도,담양군,2023-02-16,B,91.55,98.68,88.64,100,100,62,,,,
9870,2023년 정기평가,3-46710-00084,마실재가노인복지센터,07.주야간보호,개인,전라남도,담양군,2023-03-23,A,92.6,84.21,97.73,100,96.09,82.33,,,,
9871,2023년 정기평가,2-46880-00096,'(A)비지팅엔젤스 장성방문요양지점,04.방문요양,개인,전라남도,장성군,2023-11-07,E,51.92,58.35,66.67,53.41,40.32,55.56,,,,
9872,2023년 정기평가,3-46880-00086,실버나눔노인재가복지센터,04.방문요양,개인,전라남도,장성군,2023-11-08,E,43.25,27.5,77.78,43.18,37.1,54.17,,,,
9873,2023년 정기평가,3-46880-00054,윤지노인재가복지센터,04.방문요양,개인,전라남도,장성군,2023-05-26,C,77.35,86.25,100,77.27,65.32,76.94,,,,
9874,2023년 정기평가,2-46880-00098,열린문재가복지센터,04.방문요양,개인,전라남도,장성군,2023-07-12,C,71.05,77.5,66.67,77.27,52.42,90.56,,,,
9875,2023년 정기평가,2-46880-00064,나눔재가노인복지센터,04.방문요양,개인,전라남도,장성군,2023-03-07,B,84.85,92.5,100,67.05,95.16,72.78,,,,
9876,2023년 정기평가,3-46880-00080,누리재가방문요양센터,04.방문요양,개인,전라남도,장성군,2023-11-08,D,70.75,67.5,100,79.55,62.1,63.89,,,,
9877,2023년 정기평가,3-46880-00042,신세계재가노인복지센터,04.방문요양,개인,전라남도,장성군,2023-04-20,B,85.25,97.5,100,86.36,81.45,69.44,,,,
9878,2023년 정기평가,3-46880-00085,달빛노인복지센터,04.방문요양,개인,전라남도,장성군,2023-04-20,C,79.5,82.5,100,86.36,61.29,88.89,,,,
9879,2023년 정기평가,3-46880-00092,에바다재가복지센터,04.방문요양,개인,전라남도,장성군,2023-11-07,B,86.55,92.5,100,92.05,74.19,87.78,,,,
9880,2023년 정기평가,3-46880-00050,생명사랑재가복지센터,04.방문요양,개인,전라남도,장성군,2023-03-21,B,81.3,80,72.22,86.36,83.87,76.67,,,,
9881,2023년 정기평가,3-46880-00054,윤지노인재가복지센터,05.방문목욕,개인,전라남도,장성군,2023-05-26,C,79.6,82.5,80,86.36,69.12,90,,,,
9882,2023년 정기평가,2-46880-00064,나눔재가노인복지센터,05.방문목욕,개인,전라남도,장성군,2023-03-07,C,80.43,91.65,100,72.73,83.82,54.29,,,,
9883,2023년 정기평가,3-46880-00042,신세계재가노인복지센터,05.방문목욕,개인,전라남도,장성군,2023-04-20,B,89.05,93.75,100,73.86,93.38,87.86,,,,
9884,2023년 정기평가,2-46880-00090,사랑방노인복지센터,07.주야간보호,개인,전라남도,장성군,2023-07-12,B,81.1,69.74,95.45,75,79.69,82.33,,,,
9885,2023년 정기평가,2-46880-00100,신세계 주야간보호센터,07.주야간보호,기타,전라남도,장성군,2023-04-20,C,77.55,92.11,95.45,50,64.84,82,,,,
9886,2023년 정기평가,2-46880-00104,백세동안,09.복지용구,개인,전라남도,장성군,2023-11-08,C,70.58,79.14,80,65.22,55,75,,,,
9887,2023년 정기평가,3-46810-00038,(주)동행복지세상 재가센터,04.방문요양,법인,전라남도,강진군,2023-07-20,B,85.3,91.25,100,92.05,72.58,85,,,,
9888,2023년 정기평가,3-46810-00012,소망재가요양센터,04.방문요양,개인,전라남도,강진군,2023-02-03,C,84.25,97.5,88.89,86.36,87.9,58.33,,,,
9889,2023년 정기평가,2-46810-00003,강진노인복지센터,04.방문요양,지방자치단체,전라남도,강진군,2023-02-20,A,96.55,100,100,96.59,100,85,,,,
9890,2023년 정기평가,3-46810-00019,한기장재가요양센터,04.방문요양,법인,전라남도,강진군,2023-02-21,A,97.55,96.25,100,96.59,97.58,98.89,,,,
9891,2023년 정기평가,3-46810-00036,하늘빛재가복지센터,04.방문요양,개인,전라남도,강진군,2023-02-10,B,89.05,87.5,100,86.36,92.74,82.22,,,,
9892,2023년 정기평가,3-46810-00034,행복한동행 재가방문간호센터,04.방문요양,개인,전라남도,강진군,2023-03-22,A,90.05,80,100,95.45,97.58,76.67,,,,
9893,2023년 정기평가,3-46810-00042,제일재가복지센터,04.방문요양,개인,전라남도,강진군,2023-08-17,B,88.8,91.25,100,95.45,78.23,90.56,,,,
9894,2023년 정기평가,2-46810-00054,사랑해요 재가노인복지센터,04.방문요양,개인,전라남도,강진군,2023-07-20,C,76.3,78.75,100,77.27,66.94,76.67,,,,
9895,2023년 정기평가,3-46810-00040,한아름재가복지센터,04.방문요양,개인,전라남도,강진군,2023-07-20,C,76.55,78.75,100,79.55,62.9,82.22,,,,
9896,2023년 정기평가,3-46810-00038,(주)동행복지세상 재가센터,05.방문목욕,법인,전라남도,강진군,2023-07-20,B,81.3,87.5,90,69.32,80.15,87.86,,,,
9897,2023년 정기평가,3-46810-00012,소망재가요양센터,05.방문목욕,개인,전라남도,강진군,2023-02-03,A,95.25,95,100,95.45,97.79,85.71,,,,
9898,2023년 정기평가,2-46810-00003,강진노인복지센터,05.방문목욕,지방자치단체,전라남도,강진군,2023-02-20,A,98.8,100,100,100,100,91.43,,,,
9899,2023년 정기평가,3-46810-00019,한기장재가요양센터,05.방문목욕,법인,전라남도,강진군,2023-02-21,A,99.05,100,100,100,97.79,98.57,,,,
9900,2023년 정기평가,3-46810-00036,하늘빛재가복지센터,05.방문목욕,개인,전라남도,강진군,2023-02-10,A,91.05,100,100,77.27,97.79,77.14,,,,
9901,2023년 정기평가,3-46810-00034,행복한동행 재가방문간호센터,05.방문목욕,개인,전라남도,강진군,2023-03-22,A,93.05,96.25,100,92.05,88.97,95,,,,
9902,2023년 정기평가,3-46810-00042,제일재가복지센터,05.방문목욕,개인,전라남도,강진군,2023-08-17,B,84.8,78.75,100,81.82,84.56,87.86,,,,
9903,2023년 정기평가,2-46810-00054,사랑해요 재가노인복지센터,05.방문목욕,개인,전라남도,강진군,2023-07-20,C,76.8,73.75,97.5,72.73,77.94,70,,,,
9904,2023년 정기평가,3-46810-00034,행복한동행 재가방문간호센터,06.방문간호,개인,전라남도,강진군,2023-03-22,A,98.55,100,100,100,97.58,95.63,,,,
9905,2023년 정기평가,2-46810-00052,달마지재가복지센터,07.주야간보호,개인,전라남도,강진군,2023-07-20,D,61.3,57.89,75,62.5,41.41,87,,,,
9906,2023년 정기평가,2-46810-00003,강진노인복지센터,07.주야간보호,지방자치단체,전라남도,강진군,2023-02-20,A,97.5,100,97.73,100,98.44,90,,,,
9907,2023년 정기평가,3-46810-00038,(주)동행복지세상 재가센터,09.복지용구,법인,전라남도,강진군,2023-07-20,B,87.5,89.29,100,91.3,60,94.44,,,,
9908,2023년 정기평가,3-46890-00070,효나루재가복지센터,04.방문요양,개인,전라남도,완도군,2023-08-10,D,65.5,45,77.78,77.27,62.9,72.22,,,,
9909,2023년 정기평가,2-46890-00005,소규모요양시설나형완도늘푸른집,04.방문요양,법인,전라남도,완도군,2023-03-29,B,84.8,97.5,100,86.36,70.97,85,,,,
9910,2023년 정기평가,3-46890-00017,완도군노인전문요양시설고금요양원,04.방문요양,법인,전라남도,완도군,2023-02-17,A,92.85,100,88.89,100,85.48,90.83,,,,
9911,2023년 정기평가,3-46890-00056,금당재가장기요양센터,04.방문요양,개인,전라남도,완도군,2023-05-10,E,68.3,67.5,66.67,69.32,66.94,71.11,,,,
9912,2023년 정기평가,3-46890-00066,금당나눔누리재가복지센터,04.방문요양,개인,전라남도,완도군,2023-10-23,D,79.55,81.25,88.89,86.36,72.58,76.67,,,,
9913,2023년 정기평가,2-46890-00044,로뎀종합복지원,04.방문요양,법인,전라남도,완도군,2023-05-23,D,64.55,61.25,77.78,69.32,63.71,57.22,,,,
9914,2023년 정기평가,2-46890-00047,금일소망의집재가복지센터,04.방문요양,법인,전라남도,완도군,2023-05-23,D,74.05,77.5,88.89,79.55,68.55,65.56,,,,
9915,2023년 정기평가,2-46890-00092,샬롬 은혜 재가센터,04.방문요양,개인,전라남도,완도군,2023-08-10,C,71.51,77.8,66.67,59.09,66.94,90,,,,
9916,2023년 정기평가,3-46890-00028,노인요양공동생활가정 보금자리,04.방문요양,법인,전라남도,완도군,2023-05-19,B,86.35,91.25,100,82.95,81.45,86.67,,,,
9917,2023년 정기평가,2-46890-00016,성광노인복지센터,04.방문요양,법인,전라남도,완도군,2023-05-10,A,95.8,100,100,100,92.74,89.17,,,,
9918,2023년 정기평가,3-46890-00054,청산농협재가복지센터,04.방문요양,법인,전라남도,완도군,2023-05-19,E,78.85,85,100,65.91,70.16,92.22,,,,
9919,2023년 정기평가,3-46890-00070,효나루재가복지센터,06.방문간호,개인,전라남도,완도군,2023-08-10,D,64.25,41.67,80.77,65.91,58.06,85.94,,,,
9920,2023년 정기평가,2-46890-00058,고금재가노인복지센터,07.주야간보호,지방자치단체,전라남도,완도군,2023-02-17,A,91.85,97.37,93.18,100,89.84,80.67,,,,
9921,2023년 정기평가,2-46890-00016,성광노인복지센터,07.주야간보호,법인,전라남도,완도군,2023-05-10,B,89.8,90.79,100,100,80.47,85.33,,,,
9922,2023년 정기평가,3-46890-00038,완도의료기기복지용구센터,09.복지용구,개인,전라남도,완도군,2023-02-03,E,60.08,54.14,100,65.22,20,47.22,,,,
9923,2023년 정기평가,2-46840-00010,해제용학복지센터,04.방문요양,법인,전라남도,무안군,2023-02-17,A,96.05,97.5,100,100,95.16,89.17,,,,
9924,2023년 정기평가,3-46840-00106,여러꽃타래복지센터,04.방문요양,개인,전라남도,무안군,2023-10-23,B,88.1,90,88.89,92.05,81.45,92.22,,,,
9925,2023년 정기평가,3-46840-00102,행복한재가복지센터,04.방문요양,개인,전라남도,무안군,2023-08-28,C,75.3,52.5,100,78.41,71.77,90.56,,,,
9926,2023년 정기평가,2-46840-00002,에덴재가노인복지센터,04.방문요양,법인,전라남도,무안군,2023-05-10,B,89.05,95,100,79.55,92.74,82.22,,,,
9927,2023년 정기평가,3-46840-00104,벧엘노인재가복지센터,04.방문요양,개인,전라남도,무안군,2023-09-20,C,74.25,76.25,88.89,95.45,53.23,75,,,,
9928,2023년 정기평가,2-46840-00112,정성재가복지센터,04.방문요양,개인,전라남도,무안군,2023-08-17,C,74.25,75,100,71.59,56.45,94.44,,,,
9929,2023년 정기평가,2-46840-00010,해제용학복지센터,07.주야간보호,법인,전라남도,무안군,2023-02-17,A,94.55,92.11,95.45,91.67,96.09,95.33,,,,
9930,2023년 정기평가,3-46840-00088,남악노인복지문화센터,07.주야간보호,개인,전라남도,무안군,2023-04-28,B,82.05,75,90.91,70.83,82.81,85.33,,,,
9931,2023년 정기평가,2-46840-00114,무안전원주야간보호센터,07.주야간보호,개인,전라남도,무안군,2023-08-17,E,39.79,21.05,54.55,29.17,40.63,48.6,,,,
9932,2023년 정기평가,3-46840-00048,세영의료기,09.복지용구,개인,전라남도,무안군,2023-04-28,D,73.83,91.64,80,69.57,40,94.44,,,,
9933,2023년 정기평가,3-46840-00096,만능의료기기,09.복지용구,법인,전라남도,무안군,2023-08-28,E,55.33,16.64,80,52.17,20,94.44,,,,
9934,2023년 정기평가,3-46910-00058,비금노인장기요양센터,04.방문요양,개인,전라남도,신안군,2023-05-18,C,74.5,77.5,77.78,65.91,77.42,75,,,,
9935,2023년 정기평가,3-46910-00060,섬김재가노인복지센터,04.방문요양,개인,전라남도,신안군,2023-05-10,B,84.3,90,88.89,86.36,70.97,96.11,,,,
9936,2023년 정기평가,2-46910-00052,흑산재가복지요양센터,04.방문요양,개인,전라남도,신안군,2023-05-18,E,68.6,80,77.78,65.91,53.23,81.11,,,,
9937,2023년 정기평가,3-46910-00050,나눔재가복지센터,04.방문요양,개인,전라남도,신안군,2023-05-18,B,81.55,80,100,70.45,87.1,78.06,,,,
9938,2023년 정기평가,3-46910-00062,밀알재가복지센터,04.방문요양,개인,전라남도,신안군,2023-05-24,C,82.75,95,100,86.36,67.74,81.94,,,,
9939,2023년 정기평가,3-46910-00036,팔금노인복지센터,04.방문요양,법인,전라남도,신안군,2023-08-28,C,87.8,91.25,88.89,86.36,84.68,90.56,,,,
9940,2023년 정기평가,3-46910-00070,새생명 재가센터,04.방문요양,개인,전라남도,신안군,2023-08-28,E,59.3,51.25,44.44,72.73,52.42,71.11,,,,
9941,2023년 정기평가,3-46910-00058,비금노인장기요양센터,05.방문목욕,개인,전라남도,신안군,2023-05-18,C,76.25,70,80,65.91,84.56,78.57,,,,
9942,2023년 정기평가,3-46910-00050,나눔재가복지센터,05.방문목욕,개인,전라남도,신안군,2023-05-18,C,75.35,80,60,85.23,72.06,72.14,,,,
9943,2023년 정기평가,3-46910-00036,팔금노인복지센터,05.방문목욕,법인,전라남도,신안군,2023-08-28,B,90.3,85,100,95.45,88.24,87.86,,,,
9944,2023년 정기평가,2-46910-00074,누리봄 노인주간보호센터,07.주야간보호,개인,전라남도,신안군,2023-08-28,E,71.35,75,94.32,41.67,58.59,84,,,,
9945,2023년 정기평가,3-46910-00016,행복65지도노인복지센터,07.주야간보호,개인,전라남도,신안군,2023-04-21,B,85.3,75,98.86,87.5,79.69,88.67,,,,
9946,2023년 정기평가,3-46230-00122,해바라기노인복지센터,04.방문요양,개인,전라남도,광양시,2023-03-24,C,76.35,77.5,94.44,82.95,57.26,90.83,,,,
9947,2023년 정기평가,3-46230-00144,우주복지센터,04.방문요양,개인,전라남도,광양시,2023-08-14,A,94.1,97.5,100,95.45,90.32,92.22,,,,
9948,2023년 정기평가,2-46230-00138,목성노인요양센터,04.방문요양,개인,전라남도,광양시,2023-08-03,A,91.6,96.25,100,95.45,86.29,86.67,,,,
9949,2023년 정기평가,3-46230-00148,미소노인복지센터,04.방문요양,개인,전라남도,광양시,2023-11-02,A,90.8,90,100,87.5,94.35,85,,,,
9950,2023년 정기평가,2-46230-00160,기백재가복지센터,04.방문요양,개인,전라남도,광양시,2023-10-23,E,47,57.5,50,45.45,24.19,75,,,,
9951,2023년 정기평가,3-46230-00044,광양중앙요양센터,04.방문요양,개인,전라남도,광양시,2023-02-15,A,93.6,100,88.89,88.64,95.16,92.22,,,,
9952,2023년 정기평가,3-46230-00040,광양중앙노인복지센터,04.방문요양,개인,전라남도,광양시,2023-06-26,A,93.1,91.25,88.89,96.59,91.94,95,,,,
9953,2023년 정기평가,3-46230-00124,더사랑 방문요양센터,04.방문요양,개인,전라남도,광양시,2023-02-15,A,91.75,97.5,100,88.64,87.9,91.67,,,,
9954,2023년 정기평가,3-46230-00036,빛고을광양노인복지센터,04.방문요양,개인,전라남도,광양시,2023-03-24,A,91.05,86.25,100,100,86.29,89.17,,,,
9955,2023년 정기평가,2-46230-00170,담안노인복지센터,04.방문요양,개인,전라남도,광양시,2023-11-02,B,87.04,72.2,88.89,89.77,87.9,97.78,,,,
9956,2023년 정기평가,3-46230-00154,다압재가복지센터,04.방문요양,개인,전라남도,광양시,2023-11-01,D,62.05,41.25,100,70.45,61.29,57.22,,,,
9957,2023년 정기평가,2-46230-00162,효정노인복지센터,04.방문요양,개인,전라남도,광양시,2023-10-23,C,76.85,97.5,88.89,63.64,63.71,86.67,,,,
9958,2023년 정기평가,3-46230-00006,광양노인장기요양센터,04.방문요양,기타,전라남도,광양시,2023-06-26,B,88.35,97.5,77.78,86.36,81.45,97.78,,,,
9959,2023년 정기평가,2-46230-00166,감나무협동조합재가복지센터,04.방문요양,법인,전라남도,광양시,2023-10-17,A,95.7,100,100,95.45,95.16,90,,,,
9960,2023년 정기평가,2-46230-00164,마동노인복지센터,07.주야간보호,개인,전라남도,광양시,2023-07-10,B,83.85,73.68,95.45,83.33,78.91,90.67,,,,
9961,2023년 정기평가,2-46230-00138,목성노인요양센터,07.주야간보호,개인,전라남도,광양시,2023-08-03,A,92.85,93.42,94.32,100,89.84,90.67,,,,
9962,2023년 정기평가,2-46230-00136,광양용강주야간보호센터,07.주야간보호,개인,전라남도,광양시,2023-07-10,B,89.1,82.89,96.59,83.33,96.09,75.67,,,,
9963,2023년 정기평가,2-46230-00020,아로마재가노인복지센터,07.주야간보호,법인,전라남도,광양시,2023-04-25,A,92.6,80.26,97.73,100,92.97,94,,,,
9964,2023년 정기평가,2-46230-00132,광영사랑 재가노인복지센터,07.주야간보호,개인,전라남도,광양시,2023-03-08,A,95.8,96.05,100,100,91.41,95.33,,,,
9965,2023년 정기평가,2-46230-00128,행복드림주야간보호센터,07.주야간보호,개인,전라남도,광양시,2023-02-15,D,84.3,51.32,97.73,91.67,88.28,92,,,,
9966,2023년 정기평가,3-46230-00094,가나의료기.독일보청기,09.복지용구,개인,전라남도,광양시,2023-07-10,D,78.04,89.57,100,67.39,40,94.44,,,,
